algorithm,episodes,alpha,gamma,epsilon,episode,reward,steps,reached
montecarlo,2000,0.1,0.99,0.1,1716,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1717,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1718,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1719,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1720,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1721,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1722,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1723,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1724,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1725,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1726,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1727,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1728,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1729,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1730,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1731,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1732,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1733,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1734,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1735,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1736,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1737,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1738,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1739,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1740,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1741,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1742,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1743,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1744,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1745,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1746,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1747,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1748,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1749,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1750,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1751,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1752,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1753,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1754,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1755,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1756,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1757,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1758,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1759,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1760,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1761,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1762,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1763,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1764,8.2000,18,1
montecarlo,2000,0.1,0.99,0.1,1765,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1766,7.3000,17,1
montecarlo,2000,0.1,0.99,0.1,1767,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1768,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1769,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1770,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1771,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1772,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1773,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1774,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1775,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1776,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1777,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1778,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1779,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1780,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1781,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1782,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1783,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1784,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1785,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1786,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1787,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1788,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1789,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1790,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1791,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1792,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1793,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1794,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1795,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1796,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1797,7.5000,15,1
montecarlo,2000,0.1,0.99,0.1,1798,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1799,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1800,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1801,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1802,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1803,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1804,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1805,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1806,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1807,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1808,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1809,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1810,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1811,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1812,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1813,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1814,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1815,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1816,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1817,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1818,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1819,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1820,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1821,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1822,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1823,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1824,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1825,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1826,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1827,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1828,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1829,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1830,5.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1831,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1832,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1833,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1834,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1835,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1836,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1837,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1838,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1839,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1840,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1841,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1842,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1843,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1844,7.3000,17,1
montecarlo,2000,0.1,0.99,0.1,1845,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1846,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1847,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1848,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1849,7.3000,17,1
montecarlo,2000,0.1,0.99,0.1,1850,8.4000,16,1
montecarlo,2000,0.1,0.99,0.1,1851,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1852,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1853,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1854,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1855,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1856,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1857,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1858,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1859,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1860,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1861,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1862,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1863,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1864,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1865,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1866,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1867,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1868,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1869,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1870,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1871,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1872,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1873,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1874,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1875,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1876,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1877,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1878,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1879,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1880,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1881,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1882,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1883,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1884,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1885,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1886,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1887,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1888,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1889,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1890,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1891,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1892,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1893,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1894,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1895,5.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1896,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1897,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1898,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1899,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1900,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1901,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1902,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1903,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1904,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1905,7.7000,13,1
montecarlo,2000,0.1,0.99,0.1,1906,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1907,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1908,6.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1909,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1910,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1911,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1912,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1913,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1914,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1915,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1916,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1917,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1918,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1919,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1920,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1921,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1922,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1923,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1924,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1925,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1926,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1927,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1928,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1929,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1930,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1931,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1932,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1933,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1934,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1935,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1936,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1937,8.6000,14,1
montecarlo,2000,0.1,0.99,0.1,1938,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1939,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1940,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1941,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1942,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1943,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1944,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1945,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1946,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1947,7.5000,15,1
montecarlo,2000,0.1,0.99,0.1,1948,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1949,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1950,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1951,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1952,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1953,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1954,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1955,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1956,7.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1957,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1958,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1959,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1960,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1961,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1962,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1963,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1964,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1965,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1966,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1967,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1968,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1969,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1970,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1971,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1972,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1973,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1974,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1975,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1976,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1977,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1978,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1979,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1980,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1981,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1982,8.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1983,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1984,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1985,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1986,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1987,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1988,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1989,8.1000,9,1
montecarlo,2000,0.1,0.99,0.1,1990,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1991,6.8000,12,1
montecarlo,2000,0.1,0.99,0.1,1992,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1993,7.9000,11,1
montecarlo,2000,0.1,0.99,0.1,1994,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1995,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1996,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1997,9.0000,10,1
montecarlo,2000,0.1,0.99,0.1,1998,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,1999,9.2000,8,1
montecarlo,2000,0.1,0.99,0.1,2000,9.2000,8,1
